,shap_weighted_ranking,shap_mean_ranking,importance_weighted_ranking,importance_mean_ranking,annotations,count,importance_1-sided,importance_Bent tail,importance_C-shaped,importance_Classical double,importance_Compact Symmetric Object (CSO),importance_Core-dominant,importance_Core-jet,importance_Diffuse,importance_Double,importance_Double-double (DDRG),importance_Fanaroff and Riley Class 0 (FR 0),importance_Fanaroff and Riley Class 1 (FR I),importance_Fanaroff and Riley Class 2 (FR II),importance_Hybrid,importance_Narrow-angle tail (NAT),importance_Odd Radio Circle (ORC),importance_S-shaped,importance_Single,importance_Star Forming Galaxy (SFG),importance_Triple,importance_Wide-angle tail (WAT),importance_X-shaped,importance_mean,importance_weighted,shap_1-sided,shap_Bent tail,shap_C-shaped,shap_Classical double,shap_Compact Symmetric Object (CSO),shap_Core-dominant,shap_Core-jet,shap_Diffuse,shap_Double,shap_Double-double (DDRG),shap_Fanaroff and Riley Class 0 (FR 0),shap_Fanaroff and Riley Class 1 (FR I),shap_Fanaroff and Riley Class 2 (FR II),shap_Hybrid,shap_Narrow-angle tail (NAT),shap_Odd Radio Circle (ORC),shap_S-shaped,shap_Single,shap_Star Forming Galaxy (SFG),shap_Triple,shap_Wide-angle tail (WAT),shap_X-shaped,shap_mean,shap_weighted
33,33,34,25,28,margin,19,0.0028630097133289,0.0050456885138334,0.0384119951244957,0.0019587709007481,0.0,0.0144862691270653,0.0011368784753046,0.0521438013958949,0.0073777044001783,0.0,0.0,0.0094489427912088,0.0045494153479723,0.0,0.0042065460619056,0.0,0.0189033221225088,0.0,0.0008060529381638,0.021239479160821,0.0091032840879047,0.0012811896232524,0.1929623497845874,18.84358168728794,0.1131982953847912,0.2042998280907277,0.6078993736842278,0.1583875906109314,0.0,0.706415258816246,0.1195829309731834,2.482116884866887,0.722917194924747,0.0,0.0,0.3426232970958424,0.3829056054054213,0.0,0.0527988811755858,0.0,0.6871686071179485,0.0,0.4727171087316451,1.125875273500388,0.3704288018570008,0.020852680134093,8.570187612369667,988.1662819350852
34,34,42,33,33,irregular,10,0.0006585455049682,0.0008266505870644,3.5032086254325825e-05,0.000961871405478,0.0,0.0006094017858103,0.0010015144126035,0.0425415380084251,0.0065074110224079,0.0,0.0,0.0014239610998491,0.0004698798464015,0.0,0.0074909943813088,0.0,0.0004476243386599,0.0,0.0074897335973648,0.0003388357407406,0.001292413978871,0.091375314938302,0.16347072273451,12.445755889591467,0.0306243686177287,0.039642268162086,0.0037857387699556,0.0572445825180859,0.0,0.0145889419576977,0.043177532699171,1.9447098796706443,0.914851455315261,0.0,0.0,0.1060634010217096,0.0529870126970834,0.0,0.0918287093852664,0.0,0.0160655156926229,0.0,1.8276368181732736,0.040260017009448,0.0672616117039753,1.0884841460053127,6.339211999399324,902.1073349322132
35,35,31,34,36,source,27,0.0101960079922758,0.0032778556990732,0.0012926217604073,0.0020955607502692,0.0,0.0191601428366628,0.0083889393063388,0.003515532084736,0.0068512441929096,0.0,0.0,0.0235004777694563,0.0079289283276392,0.0,0.0043583754266831,0.0,0.0040335349638315,0.0,0.0058909250394848,0.0083953201374215,0.0366626415392658,0.0009945647184801,0.1465426725449358,12.440436936040648,0.380126601550883,0.2207007229287319,0.0524542710079601,0.2548983017108887,0.0,0.5643349739571698,0.3351828186664643,0.2634455658734487,0.7730502114548898,0.0,0.0,2.104690403885138,0.522608013019192,0.0,0.1079734182827858,0.0,0.234577938812435,0.0,0.5707862031390009,0.3087945589845652,2.4877615686189665,0.0340175194265059,9.215403091319024,863.4844870530234
36,36,27,26,14,morphology,18,0.002815796948161,0.0242344037216346,0.0563279989480698,0.0008124676197644,0.0,0.0613124459490678,0.0278669845278817,0.0018111478261732,0.0056791471507285,0.0,0.0,0.0023728527103112,0.0009094341674583,0.0,0.0007943266011951,0.0,0.0535461120109415,0.0,0.0033758713032157,0.0145561019738985,0.0116392020765217,0.0005115536649498,0.2685658471999736,17.956816479450804,0.1629441449312369,0.8320214198804645,0.8244579892062652,0.0907725717528926,0.0,2.417087423443946,1.2852371996533778,0.1351564901072112,0.489462407599124,0.0,0.0,0.2609938805952778,0.1460882199685315,0.0,0.0333084269711561,0.0,1.7950116863913614,0.0,0.4032976298992793,0.6790717183071976,0.5526616598339689,0.0235012917018307,10.131074160243122,788.4636714219516
37,37,49,61,74,blend,13,0.0135426762292291,0.0004645698913765,0.0005952661093675,0.0013074843791731,0.0,0.0006494818494508,0.0027750928615388,0.0033699962504839,0.0173245404718348,0.0,0.0,0.0010193630151134,0.0094078314406451,0.0,0.0004575861453508,0.0,0.001003261249077,0.0,0.0013231148066202,0.0011252835851051,0.0156078715992238,0.0008199614009669,0.0707933812845576,7.95403365220051,0.4555792102428279,0.0256439699812204,0.0097802351002389,0.1035093576134437,0.0,0.0383036124471262,0.1166360449868843,0.1478919687889165,2.710769151615984,0.0,0.0,0.134786841661502,0.4008184366712104,0.0,0.0147155215281767,0.0,0.0437732027044122,0.0,0.1850500907897646,0.1106433009505723,1.078139870990289,0.0109441499472418,5.586984966019811,779.8312818171582
38,38,41,54,63,object,20,0.013955948615795,0.0168366474011599,0.0003587991253048,0.0009945445254048,0.0,0.0010309172860816,0.0034586057647576,0.0012032533832105,0.0080327487713036,0.0,0.0,0.0031785176024046,0.0158028287905724,0.0,0.0040890330842879,0.0,0.0024010602665561,0.0,0.003420528748768,0.014147580361635,0.0042599578882039,0.0012036566027251,0.0943746282181716,8.994222198885439,0.4537098275680941,0.5698615115756109,0.0164398079128321,0.1020337457439956,0.0,0.079874981944511,0.1980618427305081,0.1651574011398041,1.264690539954681,0.0,0.0,0.3515295495100768,1.3712621119416168,0.0,0.0721881713904998,0.0,0.1076641223889124,0.0,0.6820557215643496,0.6582691145230991,0.2547689840970115,0.0207113436268223,6.368278777612425,768.2586397121951
39,39,29,37,30,frame,12,0.0035841525892499,0.0352820676252403,0.000524869947518,0.0011933495209519,0.0,0.0011865512246698,0.0023918270879016,0.0006676730478468,0.0017356575171513,0.0,0.0,0.0318487787825428,0.0014672264761988,0.0,0.0046033310186849,0.0,0.067462085323572,0.0,0.0017401552606373,0.0138600191711445,0.01680379658181,0.0007761894119484,0.185127730587069,11.78951132847801,0.1294380306135088,1.112696641325014,0.0167757359336876,0.0772680100331909,0.0,0.0769967011228021,0.1389542483139603,0.0533826073633759,0.3789503050072406,0.0,0.0,2.363050040209752,0.1527581380377125,0.0,0.0629191201673282,0.0,2.649656451982679,0.0,0.4361766716480422,0.946803449368408,0.9977923626930044,0.0135888907991049,9.607207404618812,751.4204888051132
40,40,57,86,105,follow,6,3.0076613956317885e-05,0.0006459173813753,0.0001847004113637,0.0001216854308102,0.0,0.0002289861296183,9.463294094151805e-05,6.949714509378939e-05,0.0002880175199706,0.0,0.0,6.903645738362825e-05,0.0003056046780958,0.0,1.4551880572352372e-05,0.0,2.8919860849620053e-06,0.0,0.0240057061837184,0.0001965877336113,0.0002460744668189,0.0067449651653718,0.0332489321247873,4.732073452438285,0.0018455121040491,0.020776516307001,0.0051349340371222,0.0109000189075324,0.0,0.0125519327893885,0.0158845230247804,0.0094989981654962,0.0680240817301631,0.0,0.0,0.0246656987722668,0.0218754318770658,0.0,0.001391592013232,0.0,0.0014620304077443,0.0,3.900820019509725,0.0210689931952418,0.0091892348999657,0.0375942596107213,4.162683777351496,737.7821902594951
41,41,38,59,59,complex,20,0.0027880798322049,0.0176444918798041,4.886752882308405e-05,0.0010552290114354,0.0,0.0024824193332019,0.0294765921678478,0.0025927417618924,0.0036392167452426,0.0,0.0,0.011998837981876,0.0028035664619083,0.0,0.0037185114961464,0.0,0.0036322832329774,0.0,0.0025357593804395,0.0024273308476548,0.0118736049213151,0.0001161409869357,0.0988336735697061,8.206900527255385,0.1365555098571806,0.6277663586935784,0.0086347632936611,0.1242011412714701,0.0,0.1776656830444494,1.9415318780274773,0.1620557810562379,1.0245806493154657,0.0,0.0,0.995674170466012,0.2364696942825118,0.0,0.068376836387111,0.0,0.1617628537432269,0.0,0.4090872049910236,0.2406239828099872,0.6834779749832798,0.0063813758355263,7.0048458580582,722.3970534691276
42,42,51,51,66,superimpose,4,2.2827624652452224e-05,2.824478905123257e-06,0.000112323748339,0.0284588469237603,0.0,0.0003699724916506,0.0009665177158218,0.0003958465574893,0.013795664204629,0.0,0.0,0.0001351828979161,0.0222782898008155,0.0,0.0009149191752604,0.0,3.115899108245643e-05,0.0,0.0016057192574186,0.0219785215065995,0.0002318399099932,0.0001281247000425,0.0914285799843764,9.497527949863,0.0016416785323128,0.000597072626353,0.0023089436659041,0.9421285258747966,0.0,0.0103898090037554,0.0319264424816679,0.0136044677513428,1.9923730097801096,0.0,0.0,0.0127587985321626,1.056297305075986,0.0,0.0109066793385932,0.0,0.0021350577061087,0.0,0.3028038153450271,0.9817558431948952,0.011958709275602,0.0030710448458289,5.376657203030446,719.792621107003
43,43,44,44,56,side,26,0.0285749465024901,0.0018471263001263,0.0002062883533053,0.0025507216415467,0.0,0.0006921194461515,0.0215396882075815,0.0049822187502385,0.0104066329530538,0.0,0.0,0.0041802204084613,0.0098238842937312,0.0,0.0047487511989535,0.0,0.0027215462035884,0.0,0.0038778385286134,0.0011127937615635,0.0032008166717357,0.0012303113702489,0.1016959045913905,10.44483299317175,1.13315107280263,0.1498909630667789,0.0273757884670391,0.2063457969881108,0.0,0.0925449740424728,1.084268717584648,0.3293329684825318,1.0746766399718932,0.0,0.0,0.4492726790323316,0.4001511554403322,0.0,0.0859512858242166,0.0,0.1752881307321753,0.0,0.5259271106821704,0.1776251644664625,0.2283128278760708,0.0357579345543822,6.175873210014246,717.2024164355568
44,44,36,29,25,smooth,9,0.0314032386907022,0.0011227140360399,0.0547019160009543,0.0021806975382143,0.0,0.0351555933004307,0.024263638110072,0.00047977476264,0.0036166456663507,0.0,0.0,0.0311137429689716,0.0012002935214799,0.0,0.002477920650438,0.0,0.0015777005612756,0.0,0.0001709794985396,0.0005775554070353,0.0242031701081077,0.0002275765925591,0.2144731574138117,16.3452972335814,0.9388716441633228,0.0413278616145865,0.7811790835857689,0.0945307569963529,0.0,1.1112375552677356,0.8424258109063051,0.0222213014923482,0.2643263925207849,0.0,0.0,2.409170134268503,0.0897287126333225,0.0,0.021413006399228,0.0,0.046961305588507,0.0,0.0933385510068834,0.0490933867658849,1.2485829759036362,0.0059506831721787,8.06035916228535,686.6147416573007
45,45,56,49,70,noisy,17,0.0010994029060918,0.0007370625662885,0.0016773454889308,0.0006717497786408,0.0,0.0017602302219787,0.0145655675370866,0.0398827969723803,0.0011870424806601,0.0,0.0,0.0014845254874173,0.0007682130155977,0.0,0.0001752676638688,0.0,0.0019729371839576,0.0,0.0052254467179294,0.0012841569443737,0.0007745429808311,0.0005815435668401,0.0738478315128741,9.876930847831078,0.0726844595645932,0.0601885873733357,0.030696040072374,0.0597581990229383,0.0,0.116647212268146,0.6039972878628596,1.9827515006966456,0.4430422165500729,0.0,0.0,0.2256040598864768,0.0978231198439981,0.0,0.013446658767346,0.0,0.1033694478698199,0.0,0.7728873044738671,0.1181713425396987,0.0965276187990723,0.0170071628434529,4.814602218434698,684.9453139637177
46,46,53,27,43,anomalous,6,0.0238309095293053,0.0004640108475199,0.0002273722554338,0.0004339532911797,0.0,0.0018678871995467,0.0012279895221742,0.0731666218211849,0.0004334313461178,0.0,0.0,0.0125278008125638,0.009382452481419,0.0,0.0005213620503273,0.0,0.0014614167797539,0.0,0.0010193236154543,0.0007028419777823,0.0002061828588697,0.0001850300486582,0.1276585864372915,17.54543526451838,0.6748903156704973,0.0312901307965202,0.0089279695646288,0.0290588353901117,0.0,0.0356471756768779,0.0484358182165791,2.3752656252055617,0.1046437012731959,0.0,0.0,0.7098283578669539,0.731617794296749,0.0,0.0105342192192566,0.0,0.0636392266623929,0.0,0.1459992699731429,0.0533448103975527,0.0229177296537582,0.0048216011418113,5.050862581005592,678.0182189036698
47,47,39,41,39,screen,16,0.0108586764864431,0.0052437877040086,0.0009640018212388,0.0020180496233238,0.0,0.0197563875667963,0.0152075593555584,0.0060982737049349,0.0022114702278629,0.0,0.0,0.0150787841850564,0.0096274870789022,0.0,0.0003758795816267,0.0,0.0248893400323221,0.0,0.0009110692002164,0.0146654438938795,0.008861359193214,0.0013175845665011,0.1380851542218859,10.973142810939713,0.4564874652434141,0.1551688265039365,0.0182488672485296,0.1011745531216428,0.0,0.5069915677005566,0.9451249567974968,0.2687326874679872,0.6067277902618969,0.0,0.0,1.0264767432383617,0.3949734857349456,0.0,0.0112343859877767,0.0,0.9080855315040766,0.0,0.4136766356978967,0.7493223321339023,0.4187123438466485,0.0159537729933928,6.9970919454824605,675.3407399756724
48,48,59,68,84,galaxy,5,0.000717201964725,0.0,0.0,1.509677665568724e-06,0.0,8.440692008205807e-05,0.0002378399009508,5.290563872133364e-05,0.021615341101656,0.0,0.0,0.0,0.0280523878169983,0.0,1.5509744749283108e-05,0.0,3.0988025265198205e-07,0.0,9.807285178402186e-05,2.7526971851834027e-06,0.000134918736128,0.0005750075995609,0.0515881645304594,7.331836883750805,0.0220135021833548,0.0,0.0,0.0013382591905693,0.0,0.0038873604158915,0.0058309629159604,0.0057866162920384,2.568601381287745,0.0,0.0,0.0,1.4222155078667469,0.0,0.0010736183909963,0.0,0.0007224241169447,0.0,0.0335780834333135,0.0011100704181672,0.0082082238949981,0.0062524785515694,4.080618488958297,668.3876570265631
49,49,48,42,50,lobe,26,0.0241292305870292,0.0017792924120445,0.0016756162901461,0.0125356032306364,0.0,0.003355294477954,0.0152931493555624,0.001026252244794,0.009234472772848,0.0,0.0,0.0143704896213306,0.0084341231656164,0.0,0.0046393356689487,0.0,0.0046788017882733,0.0,0.0016959603348183,0.0099481750616086,0.0027563804936444,0.0025452837087085,0.1180974612139642,10.941498420024637,0.7959068677227321,0.1358605843269082,0.0527801630244819,0.3035410655069963,0.0,0.1788398784613453,0.5627334594536386,0.1441623323856413,0.8964489167896559,0.0,0.0,0.661238547144745,0.2988058351208266,0.0,0.0901487497749524,0.0,0.2291079825069961,0.0,0.7844575930773068,0.2650341745225074,0.2253499588908972,0.0291927233020529,5.653608832011685,658.024739305993
50,50,68,78,109,vertical,3,0.0002883008704023,0.0,0.0,0.0004268658858662,0.0,9.738376426762104e-05,4.556613655009111e-05,0.0005936826210844,0.0217869677055354,0.0,0.0,0.0001760294138767,0.0002717523624071,0.0,2.7045117406563383e-05,0.0,0.0006241226336927,0.0,0.0038276367276582,9.74473297952534e-05,0.0001668558633918,0.0,0.0284296564319347,5.285997007322933,0.0138233294393061,0.0,0.0,0.0215907943312699,0.0,0.0046552217750049,0.0042297554978643,0.033613357875075,2.6310656708753744,0.0,0.0,0.0131959066229382,0.0124908852998383,0.0,0.0021581161580794,0.0,0.0117876768680494,0.0,0.6380723922606462,0.0133998858092768,0.0088879134022303,0.0,3.408970906214954,653.5844966350043
51,51,45,58,64,core,11,0.0006507537505401,0.0253500175306079,0.0012325732778172,0.0019705737724596,0.0,0.0009422585561978,0.0007585722681394,0.0010898175512209,0.008999538753089,0.0,0.0,0.0284907098781101,0.0008066663488624,0.0,0.0082973893594354,0.0,0.0004234824027873,0.0,0.0012651117801958,0.0012661507912981,0.0123740853094213,3.954389566554557e-06,0.0939216557197497,8.343175889330215,0.0271992061822198,1.0311752915456027,0.03261070087759,0.1038350604894052,0.0,0.0454097619796086,0.0330110856173756,0.0417496763127339,1.3545402361182508,0.0,0.0,2.006202984896164,0.0707090984862145,0.0,0.1055098168431362,0.0,0.02761853792454,0.0,0.1347975189221148,0.0988766200022231,0.7300139012018588,0.0022213366617385,5.845480834060777,649.7885068187545
52,52,64,82,101,slightly,9,0.0001027603826722,0.0019079630224988,0.0013650350748939,0.0007949910131708,0.0,0.0005946617522094,0.0005576843072231,0.000369661106896,0.0060481007419981,0.0,0.0,0.0010894568550853,0.0185518782554329,0.0,7.576031882714465e-06,0.0,3.34888132691716e-07,0.0,0.007343858131667,0.0002461993943207,0.0004742828296754,6.414434358762615e-06,0.0394608582221184,5.03502403599872,0.0101892077591016,0.0595297095903864,0.0178215572820168,0.0445735458929593,0.0,0.0328670304497924,0.0269073242134554,0.0163589836945147,0.67969688044878,0.0,0.0,0.0929769672153709,1.015702226698354,0.0,0.0040743896002669,0.0,0.0003415550041835,0.0,1.7206182667459868,0.02423349373235,0.0410391260439693,0.0010043039969459,3.787934568368434,583.3609432343368
53,53,47,57,61,image,18,0.0014051588755527,0.0022326904847667,0.0026441639636018,0.0100001786254301,0.0,0.0052556862059198,0.0012405206084541,0.0100332133787065,0.0056503561864957,0.0,0.0,0.0031297862804307,0.0089085670803425,0.0,0.0030019965303922,0.0,0.0031835908457181,0.0,0.001044389736687,0.0222729898642111,0.0133105564749701,0.0030061943192459,0.0963200394609256,8.61558534777307,0.0887388560260283,0.123379312320538,0.0301842777919431,0.5335679322610208,0.0,0.1510958460271256,0.0952267023309078,0.4166478576724757,0.4935467380062101,0.0,0.0,0.3015145486441866,0.5862307697398655,0.0,0.0549239809713827,0.0,0.1499182536636765,0.0,0.3763540586091941,1.7780883579608728,0.4873153089341716,0.0318500359692656,5.698582836928865,581.9102920529951
54,54,37,32,15,distort,8,0.0188632640787649,0.0293501223046116,0.0003617585295741,4.3878896890951457e-05,0.0,0.0009145137068657,0.0014995536464114,0.0021921702291336,0.0040201994184884,0.0,0.0,0.0165862946196267,0.0097408510420945,0.0,0.1228258769545889,0.0,0.0017810015506544,0.0,0.0003220498498265,0.0003795745877465,0.0530944828407296,0.0002323270654723,0.2622079193214808,14.49660102483124,0.5911404035394127,0.9375530430628706,0.0081551630943769,0.0065738573798497,0.0,0.0396390809596019,0.050537718069754,0.0679445742499177,0.4075909007155813,0.0,0.0,1.1143222996046305,0.574475182980894,0.0,1.5490149320288904,0.0,0.0541066283358827,0.0,0.0980974964519458,0.0520822930672641,2.4206114175834617,0.0039898412992273,7.975834832423561,580.8283337019338
55,55,50,56,42,noise,17,0.0023607967494196,0.0056708468131137,0.0086327779595765,0.0118970610174561,0.0,0.0069360023926877,0.0013594154348818,0.0005660289862281,0.0056454607432225,0.0,0.0,0.0022439284252663,0.0097336922787664,0.0,0.0529494164689301,0.0,0.0032813965708596,0.0,0.0037914477729048,0.0123917507580573,0.0019652969169037,0.0002332775384487,0.1296585968267239,8.69343772904763,0.1160451716361478,0.1687845553452048,0.0666475064772653,0.5969858833535641,0.0,0.1980537604177697,0.1033574913100883,0.0730923756001583,0.615209051721041,0.0,0.0,0.2610928991842712,0.4645775182665784,0.0,1.1525121499199396,0.0,0.1351751912796463,0.0,0.98013973787375,0.4688159689146751,0.1480704280551547,0.0147400275786406,5.563299716933894,569.1447684498066
56,56,65,76,88,possibility,5,0.0001307533773362,0.0005682502604912,9.384808537350923e-05,0.0255277303104359,0.0,0.0011949077816402,0.0022961599681938,0.0008037982543384,0.0150073159892478,0.0,0.0,0.0010505933470934,0.001037804715311,0.0,0.0001318509668496,0.0,0.0001629116719925,0.0,0.0001659137524155,0.0005228026518141,0.0002953775485622,0.0001908972040901,0.0491809158851861,5.651518131756138,0.0096505989013338,0.0192905033426474,0.0020171763460434,1.017765826143067,0.0,0.0306716183288144,0.0559847051282222,0.0424168019914968,2.220102436901996,0.0,0.0,0.08446227431277,0.0613757891906241,0.0,0.0018641701461676,0.0,0.0093747095739452,0.0,0.0575289883546416,0.0372423292048925,0.0202636571789096,0.002049700201943,3.672061285247516,563.1333369076341
57,57,52,52,58,blob,18,0.0024817870128656,0.0018195318708101,0.0024267431125785,0.0010598142429967,0.0,0.027466157905727,0.0021873255501286,0.0026468030178851,0.005173727490968,0.0,0.0,0.0185342982868822,0.0164002358491393,0.0,0.0004144650891786,0.0,0.0029932441531175,0.0,0.0022322049866461,0.0124357146920503,0.0005324910438391,0.0004361715746743,0.099240715879488,9.4572357131755,0.0745880082737014,0.0880438293655601,0.0412823247496246,0.0841233907065502,0.0,0.787027046176611,0.1237234580843136,0.1480305358678732,0.3647429132890876,0.0,0.0,1.220080285454615,0.8664511525477633,0.0,0.0168674519553123,0.0,0.0786742719944054,0.0,0.3936800800303157,0.7247327149744622,0.0656944342071567,0.0169473887278336,5.094689286405187,540.1597919920472
58,58,40,43,32,cutout,8,0.0002454076960535,0.0402425693157869,0.0,0.0001726624110303,0.0,0.001658824750376,0.0001026540946371,0.016211526459153,0.0005678855165314,0.0,0.0,0.0139652234434715,0.0002163124692376,0.0,0.0007372442553521,0.0,0.0008140647484359,0.0,0.0003202231917038,0.0144666614598198,0.0209950499042975,0.0530282617628881,0.163744571478775,10.609406810064588,0.0180920110957609,1.2230566424624354,0.0,0.0203370733584146,0.0,0.0523462371408577,0.0145672016712607,0.7152474365077888,0.1407931633079147,0.0,0.0,1.114605359204876,0.0333270077764908,0.0,0.0110832766124599,0.0,0.0354628171962778,0.0,0.1026030471442848,0.9563837734636532,1.3033664503962477,0.7168687478842513,6.458140245222975,532.3847471322416
59,59,43,48,40,shape,17,0.0019988546358422,0.001951054563902,0.0033893420445973,0.0019743529584804,0.0,0.0046968362907274,0.0011561050067241,0.0177275073165971,0.0048960143598408,0.0,0.0,0.0151594560459792,0.001922763459819,0.0,0.0037307369774286,0.0,0.0580696654085396,0.0,0.0013755005387773,0.0026232788396835,0.0138433939673962,0.0027063743320709,0.1372212367464061,10.032771065364283,0.0622419080521656,0.0884108742976455,0.0580054157460658,0.1351313514134677,0.0,0.2076957900476514,0.0661268701007455,0.6400905037707983,0.5224815934343557,0.0,0.0,0.8021701162235046,0.1672318012551781,0.0,0.0515199379622108,0.0,2.325620882372494,0.0,0.1141949411729295,0.2182071719626233,0.805106246981719,0.0318510417576744,6.296086446551231,512.8186275185037
60,60,66,65,78,artifact,20,0.0019642967553607,0.0021922761288393,0.0047094943147407,0.0034205753430265,0.0,0.0012282816018987,0.0018943579112436,0.0210482328130047,0.004488666233708,0.0,0.0,0.0018179221711314,0.0113004355899413,0.0,0.0023219742513999,0.0,0.0018359428979163,0.0,0.0015007952145562,0.0010239037181443,0.0022013934582394,9.381909317613475e-05,0.0630423674963278,7.460317725369703,0.1000046637229396,0.106489678778395,0.0508517185103122,0.1811031401782835,0.0,0.0879427715099807,0.1297367618882814,0.9000415931463518,0.3037280278429616,0.0,0.0,0.2222647423873956,0.4727682972602472,0.0,0.0417979750713706,0.0,0.0940886116310495,0.0,0.7070515356483474,0.1057726720964091,0.1231532261249071,0.013029215120828,3.639824630918061,480.3422334874301
61,61,69,124,119,simple,25,0.0014279723197787,0.000917579506594,3.057139023169872e-05,0.0013703524049566,0.0,0.0007917408398157,0.0011094964672208,0.0015041876269304,0.0019368913543492,0.0,0.0,0.001423415867478,0.0013973275604429,0.0,0.0010029537327543,0.0,0.0001368914846566,0.0,0.0023627140875609,0.0006412392478563,0.0006506559762066,0.0017805321627764,0.0184845220296098,1.9661864519161905,0.0791486112966766,0.0792320446985457,0.0088998283857697,0.1115171881488312,0.0,0.1124155621547575,0.139288652726178,0.1356562091519109,0.8354130665069703,0.0,0.0,0.3164086465168799,0.1909951792469879,0.0,0.0488167644514245,0.0,0.046936431720086,0.0,0.8962638240215848,0.1012825141021695,0.1081698967622841,0.0246523743863396,3.2350967942773963,462.4006372746175
62,62,62,39,46,trail,1,6.680003438749578e-06,0.0,0.0004275428910029,0.0440763603747598,0.0,0.0,0.0002829862497498,0.000154122437645,0.0093971610335488,0.0,0.0,0.0001644181440558,0.034596633101886,0.0,2.665785798315956e-05,0.0,0.0,0.0,7.266452804510521e-07,0.0328083815027393,3.360668844891569e-06,0.0,0.121945030910935,11.50855686612212,0.0004615009647738,0.0,0.002370573535458,0.9901848705827496,0.0,0.0,0.0084769468134529,0.0070309852706173,0.8613081804642279,0.0,0.0,0.0127181059951433,1.0445223624967792,0.0,0.0006228431308682,0.0,0.0,0.0,0.0003896809566486,0.90850358239673,0.0014192344817907,0.0,3.83800886708924,431.13139139422543
63,63,58,50,55,extension,9,0.0471834861094027,0.0006745060809351,0.0009876890194769,0.0004034093676193,0.0,0.0024478898382417,0.0417581950887253,0.0010920324648016,0.0044581716461712,0.0,0.0,0.0014930720338941,0.0002782300309136,0.0,6.71407004506255e-05,0.0,0.0017220621565676,0.0,0.0002161304438411,0.000721891754938,0.0002165939796538,0.0001064919084793,0.1038269926241126,9.667273448942453,1.511851594163078,0.0553296608608808,0.024361227238725,0.0314350227633385,0.0,0.0666413209440886,1.595973664820239,0.0493314996985865,0.4081864253489498,0.0,0.0,0.1170030501601356,0.0331775526218816,0.0,0.0043368223111778,0.0,0.0588889668750595,0.0,0.1033967240223372,0.0708325685502179,0.0186844590091735,0.0017702132622656,4.151200772650135,419.30975228050215
64,64,60,66,60,bumpy,8,0.0208015939592736,0.0003076176612417,9.44058422436384e-05,0.0007755679767125,0.0,0.0027379384119545,0.0011767008666979,0.000877604906045,0.0086539387078594,0.0,0.0,0.0020014111927396,0.011425495428142,0.0,0.0003591694254206,0.0,0.0450189160554918,0.0,0.0002109545880553,0.0011578899255389,0.000942208628275,3.148876644037535e-05,0.0965729023421325,7.410333584736481,0.6173146050496959,0.0205858893065424,0.0024400847195365,0.0303463074737227,0.0,0.0611351248224268,0.0642837002175248,0.0367129615621598,1.0177126168791912,0.0,0.0,0.1252022073305748,0.5414684163372786,0.0,0.007701031839985,0.0,1.1837409366957612,0.0,0.0861994651210291,0.0779738946837119,0.0508496142772497,0.0016301335822734,3.925296989898664,416.7296219784136
65,65,61,72,72,elongated,5,2.0267850079361125e-05,0.0001335447249319,0.0009445101808698,0.0383603293662168,0.0,0.0007279073579009,0.0001918468568677,6.867217385255267e-05,0.0053583463058125,0.0,0.0,7.838677935840066e-05,0.0234786872417825,0.0,6.958152761706941e-06,0.0,0.0008301528613314,0.0,0.0002446777520109,0.0006592436360572,0.0004046157017461,5.259678415169851e-06,0.0715134066199954,6.622690978802539,0.0051016147345074,0.0052555300098781,0.0127961651464367,1.570238822245403,0.0,0.0357376548473895,0.009334373224127,0.0154878255650046,0.5574766553910174,0.0,0.0,0.01923026188396,1.5189781353070166,0.0,0.0007482643966155,0.0,0.0338166386791193,0.0,0.050324062021709,0.0236773257574347,0.0119836085174198,0.0007222934443709,3.8709092311714097,405.99303750354005
66,66,81,126,130,resolve,11,8.044635571951267e-05,0.0001318907418588,4.781188353593916e-05,0.0003208762382652,0.0,0.000100310420419,0.000367622231956,0.0012251471302951,0.0010625764108566,0.0,0.0,0.0009818958969411,0.000313666491424,0.0,0.0008051224355876,0.0,0.0002813266766591,0.0,0.0066649273922319,0.000117262515806,2.9317792527138816e-05,0.0008167478806545,0.0133469484947379,1.9041947186664163,0.016726400583973,0.0164921047943208,0.0047539929217577,0.0307381048012068,0.0,0.017641992434506,0.0318845856947038,0.10366436130656,0.275812317803945,0.0,0.0,0.0707959898791687,0.0436952904337712,0.0,0.0145027410523327,0.0,0.0163044362141139,0.0,1.6597379062555202,0.0266878925017298,0.0064321380696184,0.0191834024978493,2.355053657245078,399.07719586161954
67,67,86,105,121,align,3,1.1787966418094356e-05,1.861876126682115e-05,0.0,0.0002686755383643,0.0,0.0,5.815186029855523e-06,0.0015509396610324,0.0001274808878449,0.0,0.0,1.983336921006766e-06,5.361305361305361e-05,0.0,3.805278551321469e-05,0.0,0.0,0.0,0.0145666419471123,0.0002102814643317,0.0,3.246439925747665e-07,0.0168542152324405,2.982730957966542,0.0013237800714477,0.0013995503415586,0.0,0.0068125845811403,0.0,0.0,0.0009314413351211,0.0432494284185197,0.0234924416976332,0.0,0.0,0.0015231517887765,0.0034444381883995,0.0,0.0008141251891953,0.0,0.0,0.0,2.0817534169898138,0.0061189371481524,0.0,6.626566355122437e-05,2.1709295614133097,392.629366038818
